,title,description,score
3012,Techtonica,"Techtonica — симулятор автоматизации от первого лица, где вас ждут фантастические приключения на далёкой планете. Исследуйте загадочные пещеры, меняйте окружение под себя и стройте подземный завод. Докопайтесь до истины и откройте тайны Кайликса!— Steam",3.5
3013,Wuppo: Definitive Edition,"Игра ведется от имени персонажа, «вума», находящегося в изгнании. Он ищет новый дом в причудливом, но очаровательном мире, наполненном странными существами, головоломками, монстрами, и где царит политический хаос.— Steam",3.5
3014,Отделение 38,"После неожиданной смерти студент Александр попадает в ""Отделение 38"", где бюрократия переплетается с мистикой. Раскройте тайны этого потустороннего мира и найдите ответы, которые изменят всё.— Steam",3.5
3015,Disciples: Liberation - Paths to Madness,Хватит ли вам смелости ступить на тропу безумия? Спешите навстречу приключениям вместе с Авианной в игре Disciples: Liberation — Paths to Madness! Освободите народ Невендаара и даруйте им новую надежду.— Steam,3.5
3016,Remnants of Naezith,"Со способностями, полученными благодаря дракону, Кайра уничтожит остатки Наэзита – заколдованные части тела дракона, чтобы никто не мог использовать их силу для зла. Мчись сквозь уровни к вершинам рейтингов в этом стремительном платформере с помощью метких крюков.— Steam",3.5
3017,Founders' Fortune,"Фэнтезийный симулятор колонии, основными аспектами которого являются строительство, защита базы и психология колонистов. Управляйте ресурсами, производством, снаряжением, торговлей, исследованиями, психологией и имуществом колониста.— Steam",3.5
3018,Brutal John 2,"Присоединяйтесь к Брутальному Джону и Брутальному Догу в ультра-жестоком шутере от первого лица в духе старой школы, действие которого происходит в мире, захваченном крипто-майнинговыми технологиями. Ваша задача — уничтожить их и восстановить равновесие.— Steam",3.5
3019,Varenje,Varenje это красочный квест для всех ценителей игр как искусства.— Steam,3.5
3020,Repentant,"Repentant - это драматический приключенческий квест о преступнике, который пытается искупить грехи своего прошлого.— Steam",3.5
3021,#BLUD,"#BLUD — восхитительно безумная игра о подземельях, стирающая грань между ролевыми боевиками и гиперкинетическими мультфильмами девяностых. Здесь вам нужно спасти друзей, не допустить вампирского апокалипсиса и пережить ужасы новичка в хоккее с мячом.— Steam",3.5
3022,Her Tears Were My Light,история любви времени и пространства— Steam,3.5
3023,Kingdom Shell,"Kingdom Shell - это атмосферный 2D-платформер с увлекательным сюжетом. Исследуйте местные земли, чтобы остановить нашествие кошмарных созданий и разгадать тайны Королевства.— Steam",3.5
3024,Hexologic,"Головоломка с красивой графикой и уникальными правилами, вдохновленными судоку— Steam",3.5
3025,TerraScape,"Стройте королевства на плавучих островах, грамотно размещая здания в новой строительной головоломке. Открывайте секретные комбинации, проходите испытания и исследуйте случайно сгенерированные карты в одиночных и многопользовательских режимах.— Steam",3.5
3026,Victoria 3: Sphere of Influence,"Привлекайте другие страны на свою сторону с помощью переговоров, экономических рычагов или прямого подкупа. Создайте международный альянс союзников, преследующий единственную цель — укрепление вашего влияния.— Steam",3.5
3027,Beach Buggy Racing 2: Island Adventure,Beach Buggy Racing 2: Island Adventure — динамичная и хаотичная гонка с разделённым экраном и пользовательскими правилами.— Steam,3.5
3028,Hidden Cats: City,"Отправляйтесь в короткое, но приятное приключение в черно белый мир городской местности! Насладитесь поиском котиков и воссоздайте красочную картинку. 150 милых котиков ждут вас! Играйте и расслабляйтесь!— Steam",3.5
3029,Dead as Disco,"В неоновом файтинге Dead as Disco боевые искусства встречаются с музыкой, и каждый удар, прием и комбинация сливаются с ритмом песен. Присоединяйтесь к Чарли Диско и сразитесь со злобными кумирами, чтобы воссоединить группу.— Steam",3.5
3030,Emissary Zero,Кооперативный хоррор (1-4 игрока). Вас отправляют исследовать таинственное здание ночью. Найдите Луну и попытайтесь вернуться живым.— Steam,3.5
3031,That Level Again 2,"Продолжение That level again Маленькая логическая игра. Где уровни похожи друг на друга, а прохождение - нет. Герой игры просто хочет выйти из дома. Звучит и вправду несложно...— Steam",3.5
3032,Lost Crew,"Перед вами текстовая адвенчура о выживании космонавтов на орбитальной станции, которая потеряна во времени. Вам придется позаботиться о спасении экипажа станции, а множество непростых загадок и необычных ситуаций сделает это приключение еще более интересным.— Steam",3.5
3033,Evil Bank Manager,Что может быть лучше чем иметь миллион? Иметь Миллиард? Но ведь это не даст вам всю власть над миром. Ваша цель не заработать много денег - а начать их печатать. Стань Федеральной Резервной Системой и станешь великим!— Steam,3.5
3034,Nuts,"Детективная история с видеонаблюдением для одного игрока, разворачивающаяся в далеком лесу. Снимайте белок на видео, докладывайте о своих находках... и раскройте тайну, которую скрывают эти любопытные создания.— Steam",3.5
3035,Yaga - Roots of Evil,"Деревня, осажденная злыми чудовищами. Встанет ли Иван на сторону народа, прислушается ли к мольбам Лешего или сам решит его судьбу?— Steam",3.5
3036,Rise of the Third Power,"Очень качественная, красивая и увлекательная ролевая игра на стыке западных и японских RPG, в которой мы похищаем принцессу, участвуем в политических интригах и спасаем мир от войны.—",3.5
3037,Grey Hack,"Grey Hack — это многопользовательский симулятор хакерства. Вы хакер, обладающий полной свободой действий в обширной сети, созданной процедурным способом.— Steam",3.5
3038,Forrader Hero,"Forrader Hero — пошаговая игра с элементами рогалика, в которой герои не могут отступить и должны сражаться до конца, чтобы спасти свою душу в Забытом Прото.Мире, сражаясь с полчищами монстров, нежити и их повелителями.— Steam",3.5
3039,Relic Hunters Zero: Remix,"Relic Hunters Zero: Remix – это обновленная версия БЕСПЛАТНОЙ игры, в которой уже больше миллиона игроков мочат злобных космических уток и черепах из маленьких пушечек. Это быстрая, захватывающая и богатая тактическими ходами игра.— Steam",3.5
3040,Attentat 1942,"Историческая приключенческая игра, которая передает историю Второй мировой войны глазами обычных людей. Вас ожидают моральные дилеммы и борьба за выживание. В конце пути вам откроется судьба вашего дедушки и другие истории времен нацистской оккупации.— Steam",3.5
3041,Agatha Christie - Hercule Poirot: The London Case,"В этом детективном приключении вы будете играть за знаменитого сыщика Эркюля Пуаро, которому в сотрудничестве с Lloyd’s of London нужно проследить за перевозкой, безопасностью и продажей ценного портрета Марии Магдалины. Эта картина должна стать жемчужиной новой выставки в музее Лондона, где будут показаны и другие произведения церковного искусства, которые на время привезут в Лондон из Брюсселя.Гастингс, служащий Lloyd’s of London и ваш коллега, будет помогать вам с их страхованием и с продажей картины. В музее вы встретите нового хозяина картины, Мортимера Эйлсворта, и куратора музея, Эвелину Уорбек. Используйте все доступные вам средства, чтобы ознакомиться с мерами безопасности и уберечь картину от любых возможных угроз.Через неделю после этого пройдет предварительный показ, на котором соберутся все основные персонажи. Но все пойдет не по плану: картину украдут прямо из-под носа присутствующих. С помощью своих навыков детектива вам предстоит раскрыть истину и узнать, кто стоит за кражей. Удастся ли вам раскрыть это дело и вернуть украденную картину?—",3.5
3042,Extreme Exorcism,"Extreme Exorcism — паранормальный платформер, в котором каждое ваше движение возвращается, чтобы устроить неприятности.— Steam",3.5
3043,Lumencraft,"бурить или стрелять, вот в чем вопрос! Lumencraft — это rogue-like шутер с видом сверху с элементами tower defense. Ройте тоннели в разрушаемом ландшафте на процедурно-генерируемых картах или сюжетных уровнях, чтобы отыскать ценный люмен — последний шанс человечества на спасение.— Steam",3.5
3044,GAI Stops Auto: Right Version Simulator,Стань лордом этой дороги! Наведи порядок в трафике! Выпиши штрафы нарушителям и не попадайся в ловушку гачи...— Steam,3.5
3045,Shadow Fight: Arena,"Shadow Fight Arena — файтинг, в котором вы станете участником эпического Теневого турнира. Выбирайте подходящего Героя и покажите, на что способны!— Steam",3.5
3046,Strikey Sisters,"Поприветствуй экшн-аркаду по выбиванию кирпичей с тематикой фэнтези! Специально для тебя — милые персонажи, глупый юмор, мощная магия, безумные боссы и даже локальный режим совместной игры для двух игроков!— Steam",3.5
3047,Windstorm: The Legend of Khiimori,"The Legend of Khiimori рассказывает историю храброй всадницы из Монголии XIII века. Станьте гонцом и покорите великую степь вместе с верным конем. Разводите лошадей и развивайте их способности, и вы увидите все уголки этого удивительного края.— Steam",3.5
3048,Grim Legends 2: Song of the Dark Swan,Спасите враждующие королевства!— Steam,3.5
3049,This War of Mine: Forget Celebrations Charity,"This War of Mine: Forget Celebrations — это дополнение с новым сюжетом, особыми предметами и, что самое главное, с возможностью поддержать тех, кому нужна помощь.— Steam",3.5
3050,LEWDAPOCALYPSE Hentai Evil,"Это игра про Зомби, Вирусы, Любовь, Секс и Злые Корпорации. Вам предстоит прорваться к спасению, через орды Зомби, Монстров и Жаждущих Плоти Членов и Кисок! И не забудьте про ПЕНЕЗИСА! ТОЛЬКО ДЛЯ ВЗРОСЛЫХ!""— Steam",3.5
3051,ODDCORE,"У вас есть 5 минут, чтобы прорубить себе путь сквозь орды закаррапченных существ в ретро шутере от первого лица, кошмарно-лиминальном рогалике... и Timmee здесь, чтобы вам помочь!— Steam",3.5
3052,Assassin's Creed: Syndicate,"1868 год, Лондон. В разгаре индустриальная революция. Направьте все силы на то, чтобы никто не смел творить злодеяния, прикрываясь стремлением к прогрессу.ДВА ГЕРОЯ – ДВА СТИЛЯ БОЯДеритесь на кулаках, стремительно убивайте противников одного за другим и наносите контрудары с помощью целого арсенала оружия, играя за порывистого и своенравного Джейкоба Фрая. Освойте искусство скрытности, играя за сестру-близняшку Джейкоба Иви – ассасина, которая атакует быстро и беспощадно.ИССЛЕДУЙТЕ ОЖИВЛЕННЫЙ ЛОНДОН ВРЕМЕН ПРОМЫШЛЕННОЙ РЕВОЛЮЦИИПутешествуйте по огромному открытому миру викторианского Лондона и наслаждайтесь достопримечательностями, от Букингемского дворца до Биг-Бена. Перепрыгивайте между движущимся транспортом, преследуя противников или сбегая после отважного налета, похищайте экипажи, чтобы поучаствовать в уличных гонках без правил, и сносите все преграды, проводя паровые суда по Темзе.ВОЗГЛАВЬТЕ ПРЕСТУПНЫЙ МИР ЛОНДОНАВедите свою банду к славе по всей Британии, давайте отпор элите и побеждайте банды соперников. Пробирайтесь в убежища противника, используя богатый арсенал оружия, и покоряйте преступный мир Лондона. Чтобы на опасных улицах города восстановилась справедливость, вам предстоит пойти на многое, от ограбления поездов до спасения детей от трудового рабства на фабриках.—",3.4
3053,Fallout Shelter,"Fallout Shelter дарит вам возможность управлять высокотехнологичным подземным убежищем от «Волт-Тек». Постройте лучшее убежище, сделайте его обитателей счастливыми, защитите их от опасностей Пустоши.— Steam",3.4
3054,The Dark Pictures Anthology: Man of Medan,"Антология The Dark Pictures — цикл нелинейных киноигр в жанре хоррор с поддержкой игры вдвоём по сети. В Man of Medan пятеро друзей отправились на дайвинг, но шторм превратил их поездку в настоящий кошмар.— Steam",3.4
3055,Spider-Man 3,"Мы давно привыкли к тому, что игры по мотивам голливудских блокбастеров, как правило, не заслуживают  нашего внимания. Тем больше удивила Spider-Man 3: The Game, которая оказалась вполне себе приличной игрой. История Spider-Man 3: The Game повторяет сюжет оригинального фильма, так что главный враг Питера Паркера – он сам. Вернее, его темная сторона, которая постоянно норовит выйти из-под контроля и начать безобразничать. В игре вас ждет сорок продуманных миссий, внушительный город, а также много-много драк. Плюс иногда на сцену выходят устрашающие боссы уровней. Спайдермен, конечно, обучен разнообразным приемам рукопашного боя, умеет плеваться во врагов паутиной, а по ходу приключений еще и улучшает свои паучьи навыки.—",3.4
3056,Serious Sam 4,"Крутой Сэм 4 вновь разжигает классическую серию шутеров от первого лица в образе мощнейшего приквела, заряженного взрывным арсеналом, мясорубкой межгалактического масштаба и крутыми фразочками.— Steam",3.4
3057,Amnesia: Rebirth,"Новое погружение во тьму от создателей культовой серии Amnesia. Преодолевая отчаяние и безысходность, вам предстоит проверить на прочность человеческую способность выносить страдания. Для тех, кто хочет познакомиться с сюжетом и погрузиться в историю без элементов ужаса, доступен режим приключения.— Steam",3.4
3058,World War Z,"World War Z — ураганный, динамичный и кровавый шутер от третьего лица против полчищ зомби (до 4 игроков).— Steam",3.4
3059,The Surge,"Добро пожаловать в CREO – корпорацию, которая спасает мир! Отныне вы в числе ее сотрудников. И в первый же день случается катастрофа. Сознание ускользает, вы проваливаетесь в темноту...— Steam",3.4
3060,Enter The Matrix,"В Enter The Matrix, к сожалению, не дают поиграть за Нео, зато можно поуправлять ловким китайцем по кличке ""Призрак"" и девушкой по имени Ниобе. Геймплей, в общем, оригинальным не назовешь. Пока Нео где-то спасает мир от агентов Смитов, мы в роли двух героев наводим шороху на другой стороне фронта.Играть можно за двух персонажей, причем у каждого  своя сюжетная линия и стиль игры.  Особо стоит отметить постановку рукопашных схваток – герои выписывают красивые комбинации ударов, ловко отталкиваются от стен и демонстрируют прочее кун-фу.  Кроме того, частенько приходится стрелять. Причем арсенал внушительный: пистолеты, автоматы, «узи», штурмовые пулеметы, гранаты  так далее.—",3.4
3061,Assassin's Creed: Unity - Dead Kings,"После событий Assassin's Creed Арно попадает в городок Сен-Дени. Исследуйте узкие улочки города и огромные подземелья под ним.Используйте фонарь Арно, чтобы исследовать подземелья и решать древние головоломки. Сражайтесь с мародерами в подземельях под Сен-Дени. Вам поможет ружье с лезвием, которое позволит Арно сражаться как на расстоянии, так и в ближнем бою.Вам встретятся как старые знакомые, так и совершенно новые герои, которые помогут Арно раскрыть секреты Сен-Дени.—",3.4
3062,Hard Reset,"Hard Reset Redux — стремительный и хардкорный однопользовательский шутер, который собрал в себе лучшие черты жанра. Сумасшедшие разрушения, орды врагов, шикарный выбор оружия, сложные миссии и прекрасно воплощенный сеттинг в мире киберпанка.— Steam",3.4
3063,Bionic Commando (2009),"Когда-то Натан Спенсер был героем. Он био-солдат, который благодаря экспериментальной военной программе получил ужасающую железную руку. Именно благодаря такой «модернизации» некогда он выполнил опасную задачу и спас мир. Но прошло время, правительство увидело в новых солдатах угрозу, и от греха подальше объявила их вне закона. Некогда героев заклеймили предателями, отняли их железные части тела. После этого кто-то подался в бега, кого-то убили. Натана Спенсера же на всю жизнь заперли в кутузку, однако спустя пять лет политикам снова понадобился герой. Неизвестные террористы наносят по городу ядерный удар, затем захватывают его, так что теперь только Спенсер сможет наказать злодеев и вынести из погибающего мегаполиса новое экспериментальное оружие так нужное чиновникам.Вместе с главным  героем игры вы пройдете по разрушенному городу и встретитесь с десятком разнообразных противников. Кроме обычных био-солдат встретятся опасные роботы и огромные боссы уровней, к которым нужно подбирать уникальную тактику. В распоряжении Спенсера не только большой выбор огнестрельное оружие, но и его чудо-рука: с ее помощью он может совершать гигантские прыжки и, конечно, разбираться с противниками.—",3.4
3064,Gone Home,"7 июня 1995 года, 1:15 ночи. Возвращаешься домой после года жизни за границей, и, казалось бы, тебя должна встречать вся семья. Но что-то не так, в доме никого! Где все? И что тут случилось? Попробуй разгадать эту тайну в Gone Home – сюжетной приключенческой игре, созданной The Fullbright Company.— Steam",3.4
3065,Аллоды Онлайн,"Присоединяйтесь к армии поклонников знаменитой отечественной игры! «Аллоды Онлайн» — это современное продолжение легендарной серии русских игр в жанре фэнтези. Игра покорила сердца миллионов игроков, прославившись на родине и за рубежом.— Steam",3.4
3066,Lucius,"Вооружившись сверхъестественными способностями, возьмите под контроль Люциуса в его пугающем, наполненном кровью, туре по собственному дому.— Steam",3.4
3067,Dungeon Siege III,Сражайтесь с ордами опасных существ в таинственном фэнтезийном мире.— Steam,3.4
3068,Terminator 2D: No Fate,"Испытайте острые ощущения от «Терминатора 2: Судный день» благодаря захватывающему аркадному геймплею и великолепной пиксельной графики! В этой уникальной истории, сочетающей культовые сцены из фильма с оригинальными сценариями и множеством концовок, судьба человечества зависит от вас.— Steam",3.4
3069,Wuthering Waves,"Очередной конкурент Genshin Impact оказался очень красивой игрой, но практически полной копией, только с более взрослым сюжетом и более динамичными сражениями.—",3.4
3070,35MM,"Постапокалиптическая история о двух путниках, отправившихся в долгую дорогу по опустевшим землям, оставленным людьми после глобальной эпидемии.— Steam",3.4
3071,Bright Memory,"Bright Memory — это сверхскоростной микс из жанров FPS и экшен, созданный студией разработки FYQD, за которой стоит всего один человек, на базе движка Unreal Engine.— Steam",3.4
3072,Velvet Assassin,"Захватывающая история, вдохновленная жизнью и непокоримым духом британской шпионки Виолетты Сзабо. Игроки берут под свой контроль Виолетт Сюмме, красивого шпиона Второй мировой войны, находящегося глубоко в тылу противника без помощи или официальной поддержки от британского правительства.— Steam",3.4
3073,Get Even,"Дыши... Вспоминай: девушка, стул, бомба. Не бойся… Иди на голос в глубины памяти. Расслабься… Ищи воспоминания в мрачных уголках своего разума. Ты найдешь ее? Времени мало… Это – часть твоего лечения.— Steam",3.4
3074,Hulk,"Типичная представительница  игр по кинолецензии. В роли безумного Халка мы бродим по городу и решаем разнообразные задачи. Сюжет игры несколько отличается от фильма, так как в основе интерактивного варианта лежит комикс, так что готовьтесь встретить других супер-героев, а также принять участие совсем в других событиях.Отличительной чертой игры стало то, что тут можно  почти все разрушить, а во врагов позволяется швыряться машинами, мусорными контейнерами и прочими предметами интерьера. Это было бы не так плохо, но беда в том, что на PC перенесли технически устаревшую PlayStation 2-версию, так что игроков ждет жуткая графика и совершенно невменяемая физика.—",3.4
3075,ELEX II,"В продолжении ELEX, винтажной RPG с открытым миром, Джаксу снова предстоит объединить свободных людей Магалана против новой угрозы – скиандов, угрожающих навсегда изменить лик планеты.— Steam",3.4
3076,Battlefield Heroes,"Сериал Battlefield вот уже долгое время остается главным масштабным мультиплеерным боевиком современности. Но если раньше все игры сериала создавались для хардкорной аудитории, то Battlefield Heroes понравится и далеким от серьезным боевиков людям. Ведь теперь все боевые действия происходят исключительно в «мультяшной» стилистике, а главное в игре уже не меткая стрельба, а своевременное использование специальных способностей персонажа. При этом никуда не делась возможность управлять боевой техникой. В  любой момент можно сесть в самолет, взять управление танком и так далее.Главная особенность  Battlefield Heroes в том, что она полностью бесплатная. Чтобы начать игру достаточно зайти на специальный сайт, скачать небольшой клиент и сразу присоединятся к масштабным баталиям. Другая изюминка – детальная настройка персонажа. Открывайте новые костюмы, оружие, умения и способности героя – создайте свой неповторимый образ.—",3.4
3077,Routine,"Исследуйте коридоры заброшенной лунной станции и взгляните в лицо неизвестной угрозе в ROUTINE – новом sci-fi хорроре от первого лица, вдохновленном научно-фантастическими произведениями 80-х гг.— Steam",3.4
3078,Skyhill,"Молодой бизнесмен приехал в город и заселился в самый шикарный отель. Но он не мог и представить, что всего через несколько дней наступит апокалипсис и те, кто вчера были его соседями, сегодня захотят им пообедать...— Steam",3.4
3079,Space Hulk: Deathwing,"Space Hulk: Deathwing - Enhanced Edition разворачиваются во вселенной Warhammer 40,000. Примерив на себя роль космодесантника, вступите в отчаянную схватку с генокрадами. Зарабатывайте навыки и разрушительное оружие, играя в одиночку или совместно с 4 другими игроками.— Steam",3.4
3080,Braveland,"Braveland это пошаговая игра в духе стратегий старой школы. История игры разворачивается в кропотливо нарисованном красочном мире через который и будет проходить путь героя. По ходу игры к вашей армии присоединятся самые разнообразные бойцы - лучники, целительницы, арбалетчики, рыцари и многие другие.— Steam",3.4
3081,Escape the Backrooms,"В этом исследовательском хорроре на 1-4 игроков вам предстоит пройти более 30 жутких уровней Закулисья, остерегаясь ужасающих сущностей и прочих опасностей. Попытайтесь сбежать, но вас предупредили: выжить смогут не все.— Steam",3.4
3082,20 Minutes Till Dawn,"Отстреливайся от постоянно наступающей толпы Лавкравтовских монстров. Разблокируй новых персонажей с уникальными способностями, новое оружие, выбери из множества улучшений, чтобы сделать своего уникального война, который сможет пережить эту ночь.— Steam",3.4
3083,Draugen,"Draugen – это одиночный детектив от первого лица в жанре фьорд-нуар, сюжет которого разворачивается в Норвегии 1920-х годов. Поиски пропавшей сестры заведут вас на живописное побережье в компании загадочной юной спутницы.— Steam",3.4
3084,The Precinct,"Город Аверно, 1983 год. На улицах хозяйничают банды, а ваш отец оказался в могиле. Наведите порядок в городе и выясните правду. Вас ждет неоново-нуарная полицейская песочница с захватывающими погонями на автомобилях и разрушаемым окружением.— Steam",3.4
3085,Симбионт,"В 2008 году пришельцы, названные потом Роем, за шесть дней уничтожили практически все страны мира. Европа, Америка, Россия – никто не устоял в неравной борьбе. Мы играем за главного героя, страдающего амнезией, причем, когда он приходит в себя, то понимает, что за ним ведут охоту не только злобные чужие, но и правительственные войска. Герою придется пройти через все испытания, вспомнить все и отомстить.«Симбионт»– это такой разудалый экшн от третьего лица. В начале игры герой орудует, в основном, пистолетами и автоматами, однако по ходу дела он собирает кусочки ДНК чужих, вживляет их в себя, так что к концу игры сам становится жуткого вида монстром. А стиль, конечно, игры разительно меняется.—",3.4
3086,"Warhammer 40,000: Gladius - Relics of War","Warhammer 40,000: Gladius – Relics of War перенесёт вас в мир ужаса и жестокости. Четыре фракции схлестнутся в кровопролитной войне за ресурсы планеты в первой пошаговой 4X-стратегии по вселенной Warhammer 40,000.— Steam",3.4
3087,Conarium,"Conarium — это леденящая душу игра по мотивам захватывающей истории. В ней четверо ученых пытаются постичь то, что считается «абсолютной» гранью возможного. Игра в духе новеллы «Хребты безумия» Г. Ф. Лавкрафта, но на основе оригинальной истории.— Steam",3.4
3088,Moons of Madness,"Moons of Madness – сюжетный фантастический хоррор от первого лица, в котором тема научного исследования Марса переплетается со сверхъестественными лавкрафтовскими ужасами.— Steam",3.4
3089,Zombie Driver,"Безумный микс из машин, скорости, взрывов, крови и зомби! Сражайтесь в эпической кампании или испытайте себя в режимы Резни и Кровавых гонок.— Steam",3.4
3090,Layers of Fear (2023),"Новая Layers of Fear — перезагрузка серии, основанная на прошлых частях, содержит Layers of Fear и Layers of Fear 2, а также весь дополнительный контент (включая новое дополнение The Final Note, позволяющее взглянуть на историю Layers of Fear под другим углом) и совершенно новую историю писателя, которая свяжет все сюжеты воедино.—",3.4
3091,Zombie Shooter,"Человечество снова в опасности. На этот раз ученые не сумели справиться с монстром, которого сами создали. Толпы зомби вырвались из подвалов секретной базы, и ужасная зараза может распространиться по планете. У вас есть последний шанс спасти человечество от полного уничтожения!— Steam",3.4
3092,The Showdown Effect,"Окунитесь в захватывающий многопользовательский экшен в Showdown Effect: Reloaded. Присоединяйтесь к игрокам со всего мира и участвуйте в захватывающих битвах, наполненных выстрелами, взрывами и высоким адреналином!— Steam",3.4
3093,X Rebirth,"В отдаленном будущем вселенная X сталкивается с периодом глубоких и неотвратимых изменений. Пока вселенная пытается справиться с неопределенностью своего будущего, вас ждут многочисленные приключения, как только новые темные силы воспрянут в борьбе за власть.— Steam",3.4
3094,60 Parsecs!,"«60 парсек!» — приключение атомно-космической эры о сборе утиля и выживании. Заботьтесь об экипаже, принимайте непростые решения, боритесь с недостатком супа и другими ужасами открытого космоса. Вы наверняка доберетесь до пункта назначения. Или нет.— Steam",3.4
3095,Imperator: Rome,"Покорите античное Средиземноморье в Imperator: Rome — глобальной стратегии от Paradox Interactive. Бороздите опасные воды политики и дипломатии, укрепляйте провинции и завоевывайте новые территории. К игре прилагается дополнительный контент, а также цифровой артбук.— Steam",3.4
3096,Lost Ember,"В прошлом невероятно красивого мира кроется множество тайн. Их и предстоит раскрыть вам и вашему спутнику. Играйте за любое животное, которое встретится вам на пути, смотрите на мир с разных сторон и узнайте свою судьбу в приключенческой игре Lost Ember.— Steam",3.4
3097,Goodbye Volcano High,"Goodbye Volcano High — кинематографичное нарративное приключение о любви, переменах и о конце эпохи. Играя за небинарную персону Клык, проживите их последний год в школе и попытайтесь все исправить, пока не вышло время.— Steam",3.4
